,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,Large_apartment,Medium_apartment,Small_apartment,cities,Description,Poblacion,Homosexuality_acceptance,LGBT_adoption_rights,LGBT_homosexuality_rights,LGBT_marriage_rights,VAT_Sales_Tax,Art_galleries,Concert_venues,Museums,Sport_venues,Currency_for_urban_area,GDP_per_capita_uno,Growth,GDP_per_capita_otro,Unemployment,url,Average_Annual_percent_sunshine
239,54,0.16,2,23,35,Aristotle University of Thessaloniki,$98.00,$2.20,$80.00,$9.20,$550,$450,$350,Thessaloniki,"Thessaloniki, Greece, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and leisure & culture.","639,700",0.53,✖ Single only,✔ Legal,✔ Civil unions,0.24,108,101,48,48,EUR,$25858.77,-1%,"$25,859",25%,https://teleport.org/cities/thessaloniki/,No hay dato
240,143,1.00,0,1,3,University of Tokyo,$48.00,$2.30,$110.00,$14.00,$1800,$1400,$1100,Tokyo,"Tokyo is one of the most vibrant and modern cities in the world. It provides a wide range of opportunities from recreational activities to job offers, and is therefore an appealing choice for people looking for a change. When it comes to food, you are spoiled with choices: there are more restaurants than you could visit in your lifetime. It is also a relatively green city, as 3.6% of Tokyo is covered by parks and forests, and, despite its size, it is still among the safest cities in the world.
Tokyo is one of the top ten city matches for 8.5% of Teleport users.","34,597,800",0.54,Ambiguous,✔ Legal,✖ Unrecognized,0.08,286,262,269,202,JPY,$37389.79,1%,"$37,390",3%,https://teleport.org/cities/tokyo/,12.6
241,148,0.22,2,31,5,University of Toronto,$43.00,$1.50,$62.00,$15.00,$1900,$1600,$1300,Toronto,"Toronto is a multicultural city in every sense of the word. Nearly half of its population are immigrants from virtually every corner of the globe. The city is internationally known as a center of finance and business as well as the film and television industry. However, there are still plenty of ways to unwind, be it hiking in the nature with breathtaking views or immersing in the local cultural scene.
Toronto is one of the top ten city matches for 39.4% of Teleport users.","7,692,000",0.80,✔ Legal,✔ Legal,✔ Legal,0.05,177,212,111,84,CAD,$44843.44,7%,"$44,843",7%,https://teleport.org/cities/toronto/,12.7
242,47,0.76,3,31,19,Toulouse 1 Capitole University,$29.00,$0.90,$13.00,$3.40,$1200,$930,$670,Toulouse,"Toulouse, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","824,500",0.77,✔ Legal,✔ Legal,✔ Legal,0.20,58,52,31,86,EUR,$40374.53,6%,"$40,375",10%,https://teleport.org/cities/toulouse/,291
243,60,0.20,33,0,49,377.83,$52.00,$1.40,$43.00,$14.00,$370,$310,$240,Tunis,"Tunis, Tunisia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.","1,229,700",23.49,✔ Equal,✖ No protections,0.74,0.18,134,28,26,48,TND,$11299.94,9%,"$11,300",15%,https://teleport.org/cities/tunis/,12.7
244,30,0.43,1,12,26,Polytechnic University of Turin,$64.00,$2.40,$67.00,$13.00,$960,$760,$560,Turin,"Turin, Italy, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in healthcare and leisure & culture.","1,472,300",0.74,✖ Illegal,✔ Legal,✔ Civil unions,0.22,65,95,67,38,EUR,$35486.17,-1%,"$35,486",11%,https://teleport.org/cities/turin/,12.8
245,7,0.53,3,27,6,University of Turku,$45.00,$1.80,$90.00,$13.00,$1200,$950,$730,Turku,"Turku, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, commute and safety.","224,900",77.55,✔ Equal,✔ Sexual orientation and gender identity,0.76,0.24,127,110,84,82,EUR,$40346.97,3%,"$40,347",9%,https://teleport.org/cities/turku/,13.4
246,125,0.39,1,21,19,Uppsala University,$32.00,$1.20,$95.00,$18.00,$1300,$1000,$780,Uppsala,"Uppsala, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","175,200",93.59,✔ Equal,✔ Sexual orientation and gender identity,0.43,0.25,16,0.20,0.24,0.35,SEK,$45986.38,7%,"$45,986",7%,https://teleport.org/cities/uppsala/,13.3
247,237,0.63,1,4,10,Utrecht University,$42.00,$1.10,$56.00,$12.00,$1800,$1400,$1100,Utrecht,"Utrecht, Netherlands, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.
Utrecht is one of the top ten city matches for 3.8% of Teleport users.","578,500",97.37,✔ Equal,✔ Sexual orientation and gender identity,0.71,0.21,136,129,66,16,EUR,$47354.53,6%,"$47,355",6%,https://teleport.org/cities/utrecht/,No hay dato
248,57,0.39,1,10,22,University of Valencia,$31.00,$1.70,$9.30,$64.00,$910,$790,$660,Valencia,"Valencia, Spain, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Valencia is one of the top ten city matches for 0.9% of Teleport users.","2,077,600",0.88,✔ Legal,✔ Legal,✔ Legal,0.21,87,141,98,128,EUR,$33711.41,0%,"$33,711",20%,https://teleport.org/cities/valencia/,91
249,76,No hay dato,2,12,No hay dato,26,$46.00,$3.30,$83.00,$13.00,$1400,$1200,$910,Valletta,"Valletta, Malta, features a very safe living environment. Our data reflects that this city has a good ranking in healthcare and tolerance.","398,400",88.44,✔ Equal,✔ Sexual orientation and gender identity,0.61,0.18,16,32,52,7,EUR,$33215.60,1%,"$33,216",5%,https://teleport.org/cities/valletta/,12.6
250,86,0.14,2,31,5,University of British Columbia,$40.00,$2.60,$72.00,$14.00,$2100,$1700,$1300,Vancouver,"Vancouver is a city with high-rise buildings, picturesque mountains and easily distinguishable ethnic neighborhoods. The city ranks high in cleanliness and quality of living, but is also one of the most expensive cities in Canada. Besides forestry, Vancouver is becoming an influencer in industries like software, film and biotechnology. For those interested in being in the open air, there are plenty of opportunities from boating to mountain skiing.
Vancouver is one of the top ten city matches for 26.4% of Teleport users.","2,750,400",0.80,✔ Legal,✔ Legal,✔ Legal,0.05,191,167,104,82,CAD,$44843.44,7%,"$44,843",7%,https://teleport.org/cities/vancouver/,199.9
251,24,0.12,2,31,5,University of Victoria,$55.00,$1.60,$53.00,$13.00,$1700,$1300,$920,Victoria,"Victoria, Canada, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.","307,600",0.80,✔ Legal,✔ Legal,✔ Legal,0.05,62,43,9,6,CAD,$44843.44,3%,"$44,843",7%,https://teleport.org/cities/victoria/,213.1
252,149,0.95,3,30,20,University of Vienna,$63.00,$1.30,$37.00,$7.80,$1600,$1200,$850,Vienna,"Vienna is a truly imperial city filled with palaces, gardens and historical sites. Its wealth and power contributed greatly to the arts and development of classical music. It is also known as one of the great cafe cities of the world with a coffee-house culture dating back to the 17th century. The Viennese take coffee seriously—if you do, too, this might be your city.
Vienna is one of the top ten city matches for 25.7% of Teleport users.","3,426,600",88.24,✔ Equal,✔ Sexual orientation and gender identity,0.89,0.20,94,104,78,71,EUR,$46420.13,4%,"$46,420",6%,https://teleport.org/cities/vienna/,172
253,46,0.16,2,1,30,Vilnius University,$36.00,$0.91,$30.00,$7.30,$780,$630,$480,Vilnius,"By Gabija Mušeikytė

Vilnius is an innovative city with great business freedom and affordable housing. Offering one of the fastest public wifi upload speeds in the world and a low cost of living, the city has become an attractive business center. Along with its modern facilities and high environmental quality, Vilnius has a rich historical background that remains an important part of the city’s identity.
Vilnius is one of the top ten city matches for 3.7% of Teleport users.","809,200",82.20,✔ Equal,✔ Sexual orientation and gender identity,0.64,0.21,54,52,55,24,EUR,$27051.09,1%,"$27,051",8%,https://teleport.org/cities/vilnius/,49.4
254,94,0.33,0,1,14,Warsaw University of Technology,$80.00,$3.00,$190.00,$16.00,$1100,$850,$640,Warsaw,"By Adam Stasiak

Warsaw, a unique blend of the old and new, is comprised of 18 districts, each with their distinctive characteristics. Warsaw's widely varied architecture reflects its tumultuous history and adds to a vibrant cultural scene - both classical and underground. Its history, cuisine and quality of life have made Warsaw an increasingly popular destination and its reasonable cost of living adds to the charm.
Warsaw is one of the top ten city matches for 10.8% of Teleport users.","4,305,300",0.42,✖ Illegal,✔ Legal,✖ Unrecognized,0.23,48,49,56,61,PLN,$25105.40,2%,"$25,105",10%,https://teleport.org/cities/warsaw/,12.9
255,104,0.21,16,491,24,"University of Maryland, College Park",$37.00,$3.80,$110.00,$12.00,$2900,$2400,$1800,Washington-dc,"Washington, District of Columbia, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and business freedom.
Washington, D.C. is one of the top ten city matches for 3.4% of Teleport users.","4,635,500",100.00,✔ Equal,✔ Sexual orientation and gender identity,0.31,No hay dato,283,195,215,221,USD,$54596.65,5%,"$54,597",5%,https://teleport.org/cities/washington-dc/,97
256,21,No hay dato,1,23,12,Victoria University of Wellington,$40.00,$2.90,$66.00,$14.00,$1900,$1600,$1300,Wellington,"Wellington, New Zealand, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Wellington is one of the top ten city matches for 2.8% of Teleport users.","586,500",93.65,✔ Equal,✔ Sexual orientation and gender identity,0.66,0.15,64,29,33,28,NZD,$35151.75,4%,"$35,152",5%,https://teleport.org/cities/wellington/,180
257,23,0.12,2,31,5,University of Manitoba,$27.00,$0.93,$24.00,$7.20,$1100,$910,$720,Winnipeg,"Winnipeg, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and taxation.","632,100",0.80,✔ Legal,✔ Legal,✔ Legal,0.05,58,62,22,26,CAD,$44843.44,3%,"$44,843",7%,https://teleport.org/cities/winnipeg/,12.9
258,31,0.24,0,1,10,518.54,$57.00,$0.89,$13.00,$6.30,$830,$680,$540,Wroclaw,"Wroclaw, Poland, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and safety.","667,500",0.42,✖ Illegal,✔ Legal,✖ Unrecognized,0.23,53,33,32,10,PLN,$25105.40,-1%,"$25,105",10%,https://teleport.org/cities/wroclaw/,12.9
259,35,0.13,1,13,No hay dato,No hay dato,$45.00,$1.50,$61.00,$9.10,$440,$350,$250,Yerevan,"Yerevan, Armenia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Yerevan is one of the top ten city matches for 1.7% of Teleport users.","1,886,700",59.44,✔ Equal,✖ No protections,0.87,0.20,83,89,66,22,AMD,$7373.53,2%,"$7,374",18%,https://teleport.org/cities/yerevan/,286
260,27,0.21,3,22,22,480.08,$100.00,$2.40,$100.00,$29.00,$690,$560,$430,Zagreb,"Zagreb, Croatia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and environmental quality.
Zagreb is one of the top ten city matches for 1.3% of Teleport users.","950,200",80.17,✔ Equal,✔ Sexual orientation and gender identity,0.77,0.25,94,70,52,35,HRK,$20888.82,1%,"$20,889",16%,https://teleport.org/cities/zagreb/,12.8
261,137,0.94,3,24,11,ETH Zurich – Swiss Federal Institute of Technology Zurich,,,,,$3100,$2500,$1900,Zurich,"Zurich is one of the wealthiest but also one of the most expensive cities in Europe. It is a leader in the world's financial industry as well as an international hub for banking. Zurich is also the center for development and scientific research with two world-class universities within its boundaries. The city is extremely well-connected through public transport and offers an exceptionally high quality of life.
Zurich is one of the top ten city matches for 13.3% of Teleport users.","2,236,000",81.79,✔ Equal,✔ Sexual orientation and gender identity,0.92,0.08,89,125,99,49,CHF,$58087.21,6%,"$58,087",3%,https://teleport.org/cities/zurich/,36
