,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,url_uno,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,url_otro,Large_apartment,Medium_apartment,Small_apartment,url_uno,cities,Description,Poblacion,Homosexuality_acceptance,LGBT_adoption_rights,LGBT_homosexuality_rights,LGBT_marriage_rights,VAT_Sales_Tax,Art_galleries,Concert_venues,Museums,Sport_venues,Currency_for_urban_area,GDP_per_capita,url_otro
206,35,0.11,11,123,24,University of Texas at San Antonio,https://teleport.org/cities/san-antonio/,$43.00,$2.20,$67.00,$14.00,https://teleport.org/cities/san-diego/,$1500,$1200,$890,https://teleport.org/cities/san-antonio/,San-Antonio,"San Antonio, Texas, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in cost of living, healthcare and internet access.
San Antonio is one of the top ten city matches for 0.5% of Teleport users.","1,823,400",64.44,✔ Equal,✖ No protections,0.60,0.08,136,201,71,65,USD,$54596.65,https://teleport.org/cities/san-antonio/
207,83,0.12,8,61,24,"University of California, San Diego",https://teleport.org/cities/san-diego/,$75.00,$2.50,$93.00,$14.00,https://teleport.org/cities/san-francisco-bay-area/,$2300,$1900,$1500,https://teleport.org/cities/san-diego/,San-Diego,"San Diego, California, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and safety.
San Diego is one of the top ten city matches for 1.4% of Teleport users.","4,233,700",93.19,✔ Equal,✔ Sexual orientation and gender identity,0.75,0.08,250,233,94,131,USD,$54596.65,https://teleport.org/cities/san-diego/
208,111,0.22,8,61,24,Stanford University,https://teleport.org/cities/san-francisco-bay-area/,$62.00,$1.50,$40.00,$8.50,https://teleport.org/cities/san-jose/,$4100,$3300,$2600,https://teleport.org/cities/san-francisco-bay-area/,San-Francisco-Bay-Area,"San Francisco Bay Area, California, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and healthcare.
San Francisco Bay Area is one of the top ten city matches for 6.9% of Teleport users.","10,287,800",93.19,✔ Equal,✔ Sexual orientation and gender identity,0.65,0.09,421,307,281,221,USD,$54596.65,https://teleport.org/cities/san-francisco-bay-area/
209,39,No hay dato,8,10,39,406.48,https://teleport.org/cities/san-jose/,$41.00,$2.30,$35.00,$11.00,https://teleport.org/cities/san-juan/,$940,$830,$730,https://teleport.org/cities/san-jose/,San-Jose,"San Jose, Costa Rica, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and leisure & culture.","1,140,100",77.43,✔ Equal,✔ Sexual orientation and gender identity,1.00,0.13,139,157,56,101,CRC,$14864.27,https://teleport.org/cities/san-jose/
210,49,No hay dato,16,22,No hay dato,No hay dato,https://teleport.org/cities/san-juan/,$12.00,$3.40,No hay dato,$42.00,https://teleport.org/cities/san-luis-obispo/,$1200,$950,$710,https://teleport.org/cities/san-juan/,San-Juan,"San Juan, Puerto Rico, is characterized by reasonably priced housing. This urban area is consistently ahead in leisure & culture.","581,800",0.73,No hay dato,No hay dato,No hay dato,No hay dato,111,71,49,21,USD,No hay dato,https://teleport.org/cities/san-juan/
211,4,0.12,8,61,16,478.04,https://teleport.org/cities/san-luis-obispo/,$30.00,$1.30,$25.00,$5.10,https://teleport.org/cities/san-salvador/,$2500,$1900,$1200,https://teleport.org/cities/san-luis-obispo/,San-Luis-Obispo,"San Luis Obispo, California, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.","47,300",93.19,✔ Equal,✔ Sexual orientation and gender identity,0.98,No hay dato,29,24,11,4,USD,$54596.65,https://teleport.org/cities/san-luis-obispo/
212,32,No hay dato,46,6,No hay dato,No hay dato,https://teleport.org/cities/san-salvador/,$54.00,$1.70,$61.00,$8.00,https://teleport.org/cities/santiago/,$730,$580,$430,https://teleport.org/cities/san-salvador/,San-Salvador,"San Salvador, El Salvador, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living.","1,436,700",0.34,✖ Illegal,✔ Legal,"✖ Unrecognized, same-sex marriage and civil unions banned",0.13,53,78,30,38,USD,$8020.62,https://teleport.org/cities/san-salvador/
213,40,0.27,2,11,37,Pontifical Catholic University of Chile,https://teleport.org/cities/santiago/,$31.00,$2.10,$33.00,$8.20,https://teleport.org/cities/santo-domingo/,$910,$730,$540,https://teleport.org/cities/santiago/,Santiago,"Santiago, Chile, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Santiago is one of the top ten city matches for 1.7% of Teleport users.","6,193,900",0.68,✖ Single only,✔ Legal,✔ Civil unions,0.19,91,138,60,196,CLP,$22971.44,https://teleport.org/cities/santiago/
214,29,No hay dato,16,5,No hay dato,55,https://teleport.org/cities/santo-domingo/,$49.00,$1.40,$57.00,$9.30,https://teleport.org/cities/sao-paulo/,$620,$490,$370,https://teleport.org/cities/santo-domingo/,Santo-Domingo,"Santo Domingo, Dominican Republic, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living.","4,005,300",41.72,✔ Equal,✖ No protections,0.62,0.18,62,108,29,30,DOP,$13012.18,https://teleport.org/cities/santo-domingo/
215,96,No hay dato,21,8,52,University of São Paulo,https://teleport.org/cities/sao-paulo/,$33.00,$0.77,$34.00,$6.50,https://teleport.org/cities/sarajevo/,$950,$760,$580,https://teleport.org/cities/sao-paulo/,Sao-Paulo,"Sao Paulo, Brazil, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups.
Sao Paulo is one of the top ten city matches for 0.4% of Teleport users.","21,382,400",0.60,✔ Legal,✔ Legal,✔ Legal,0.42,287,354,149,307,BRL,$16096.32,https://teleport.org/cities/sao-paulo/
216,13,0.10,2,17,No hay dato,No hay dato,https://teleport.org/cities/sarajevo/,$44.00,$2.30,$69.00,$11.00,https://teleport.org/cities/saskatoon/,$470,$370,$260,https://teleport.org/cities/sarajevo/,Sarajevo,"Sarajevo, Bosnia and Herzegovina, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Sarajevo is one of the top ten city matches for 1.9% of Teleport users.","745,100",78.59,✔ Equal,✔ Sexual orientation and gender identity,0.75,0.17,38,18,21,14,BAM,$9833.20,https://teleport.org/cities/sarajevo/
217,9,0.13,2,31,5,University of Saskatchewan,https://teleport.org/cities/saskatoon/,$55.00,$2.50,$100.00,$15.00,https://teleport.org/cities/seattle/,$1200,$1000,$800,https://teleport.org/cities/saskatoon/,Saskatoon,"Saskatoon, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","199,000",0.80,✔ Legal,✔ Legal,✔ Legal,0.05,25,46,6,9,CAD,$44843.44,https://teleport.org/cities/saskatoon/
218,95,0.13,9,76,24,University of Washington,https://teleport.org/cities/seattle/,$77.00,$2.70,$59.00,$7.90,https://teleport.org/cities/seoul/,$2600,$2100,$1600,https://teleport.org/cities/seattle/,Seattle,"Seattle, Washington, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and healthcare.
Seattle is one of the top ten city matches for 3.2% of Teleport users.","3,830,300",91.25,✔ Equal,✔ Sexual orientation and gender identity,0.68,0.10,263,251,164,132,USD,$54596.65,https://teleport.org/cities/seattle/
219,139,0.62,0,1,7,Seoul National University,https://teleport.org/cities/seoul/,$39.00,$1.10,$44.00,$11.00,https://teleport.org/cities/seville/,$1700,$1200,$740,https://teleport.org/cities/seoul/,Seoul,"Seoul is a fast-paced metropolis with 24 hour facilities and expat-friendly social environment. The vibrant nightlife scene, fabulous pop culture as well as the refreshing nature can be reached by using Seoul’s affordable and reliable public transport system, which is also equipped with public wifi common to the most wired city in the world. The advanced technological environment and delicious local food combined with the low crime rate truly make it a highly attractive destination.
Seoul is one of the top ten city matches for 18.4% of Teleport users.","21,658,800",0.39,Married couples only,✔ Legal,✖ Unrecognized,0.10,238,215,237,149,KRW,$35277.35,https://teleport.org/cities/seoul/
220,49,0.42,1,10,22,University of Seville,https://teleport.org/cities/seville/,$59.00,$0.84,$31.00,$6.20,https://teleport.org/cities/shanghai/,$930,$760,$590,https://teleport.org/cities/seville/,Seville,"Seville, Spain, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.","1,073,300",0.88,✔ Legal,✔ Legal,✔ Legal,0.21,81,98,50,27,EUR,$33711.41,https://teleport.org/cities/seville/
221,180,0.60,0,5,8,Fudan University,https://teleport.org/cities/shanghai/,$110.00,$4.40,$73.00,$10.00,https://teleport.org/cities/singapore/,$1800,$1300,$800,https://teleport.org/cities/shanghai/,Shanghai,"Shanghai, China, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in cost of living, travel connectivity and safety.
Shanghai is one of the top ten city matches for 4.3% of Teleport users.","50,883,400",0.21,✖ Illegal,✔ Legal,✖ Not legal,0.17,104,106,180,92,CNY,$12879.85,https://teleport.org/cities/shanghai/
222,134,No hay dato,0,1,1,National University of Singapore,https://teleport.org/cities/singapore/,$30.00,$0.91,$28.00,$6.70,https://teleport.org/cities/skopje/,$2800,$2300,$1900,https://teleport.org/cities/singapore/,Singapore,"Singapore is the futuristic bridge between East and West. It is an attractive site for startups, offering access to capital and a highly qualified workforce. When it comes to culture, the city is a dense mix of Chinese, Indian and Malay as well as Western influences. Despite Singapore’s high urban density, it remains as one of the greenest cities in the world—nearly half of its compact land area is filled with lush greenery.
Singapore is one of the top ten city matches for 42.0% of Teleport users.","5,200,600",31.82,✖ Unequal,✖ No protections,1.00,0.07,206,247,109,157,SGD,$82762.15,https://teleport.org/cities/singapore/
223,33,0.12,2,17,No hay dato,53,https://teleport.org/cities/skopje/,$27.00,$0.81,$34.00,$6.90,https://teleport.org/cities/sofia/,$440,$350,$260,https://teleport.org/cities/skopje/,Skopje,"Skopje, Macedonia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, business freedom and safety.
Skopje is one of the top ten city matches for 1.9% of Teleport users.","833,100",61.30,✔ Equal,✔ Sexual orientation and gender identity,0.24,0.18,82,90,51,99,MKD,$13348.78,https://teleport.org/cities/skopje/
224,41,0.29,2,6,36,442.60,https://teleport.org/cities/sofia/,$27.00,$1.90,$70.00,$12.00,https://teleport.org/cities/st-louis/,$540,$450,$350,https://teleport.org/cities/sofia/,Sofia,"Sofia, Bulgaria, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Sofia is one of the top ten city matches for 2.6% of Teleport users.","1,345,500",79.88,✔ Equal,✔ Sexual orientation and gender identity,0.53,0.20,29,32,55,36,BGN,$17860.31,https://teleport.org/cities/sofia/
225,61,0.19,15,76,24,Washington University in St Louis,https://teleport.org/cities/st-louis/,$51.00,$2.30,$97.00,$12.00,https://teleport.org/cities/stockholm/,$1300,$1000,$800,https://teleport.org/cities/st-louis/,St-Louis,"St. Louis, Missouri, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare.
St. Louis is one of the top ten city matches for 1.4% of Teleport users.","2,118,800",72.14,✔ Equal,✖ No protections,0.14,0.09,209,212,91,120,USD,$54596.65,https://teleport.org/cities/st-louis/
226,125,0.68,1,21,19,Karolinska Institute,https://teleport.org/cities/stockholm/,$44.00,$1.10,$95.00,$12.00,https://teleport.org/cities/stuttgart/,$2000,$1600,$1300,https://teleport.org/cities/stockholm/,Stockholm,"Stockholm has emerged as one of Europe's innovation and entrepreneurial capitals with a vibrant start-up scene and open, tolerant society. It is also one of the cleanest cities in the world with a population of roughly 1 million residents embracing green-leaning programs and strong environmental protection. Stockholm's winter climate can be a challenge to some, but even then, very few would turn down the opportunity to spend time in this welcoming city.
Stockholm is one of the top ten city matches for 1.2% of Teleport users.","2,292,600",93.59,✔ Equal,✔ Sexual orientation and gender identity,0.18,0.25,128,87,76,94,SEK,$45986.38,https://teleport.org/cities/stockholm/
227,80,0.80,1,30,10,University of Stuttgart,https://teleport.org/cities/stuttgart/,$68.00,$4.40,$140.00,$11.00,https://teleport.org/cities/sydney/,$1500,$1200,$900,https://teleport.org/cities/stuttgart/,Stuttgart,"Stuttgart, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Stuttgart is one of the top ten city matches for 2.1% of Teleport users.","1,439,400",0.87,✖ Step-child adoption only,✔ Legal,✔ Civil unions,0.19,83,101,63,37,EUR,$45888.42,https://teleport.org/cities/stuttgart/
228,85,0.25,1,24,16,University of Sydney,https://teleport.org/cities/sydney/,$56.00,$1.60,$48.00,$5.30,https://teleport.org/cities/taipei/,$2800,$2300,$1700,https://teleport.org/cities/sydney/,Sydney,"Sydney, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, safety and healthcare.
Sydney is one of the top ten city matches for 2.1% of Teleport users.","6,811,900",0.79,N/A,✔ Legal,Varies by Region,0.10,141,148,76,62,AUD,$46433.30,https://teleport.org/cities/sydney/
229,109,No hay dato,1,6,5,National Taiwan University,https://teleport.org/cities/taipei/,$62.00,$1.60,$27.00,$10.00,https://teleport.org/cities/tallinn/,$1100,$820,$500,https://teleport.org/cities/taipei/,Taipei,"Taipei, Taiwan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and economy.
Taipei is one of the top ten city matches for 13.9% of Teleport users.","9,299,300",66.10,✔ Equal,✖ No protections,0.94,0.05,99,38,90,64,TWD,$45853.74,https://teleport.org/cities/taipei/
230,28,0.20,3,9,4,Tallinn University of Technology,https://teleport.org/cities/tallinn/,$32.00,$2.10,$60.00,$13.00,https://teleport.org/cities/tampa-bay-area/,$850,$710,$570,https://teleport.org/cities/tallinn/,Tallinn,"With its stunning old town and high tech culture, Tallinn offers a unique blend of history and the modern 21st century living. It is among the most wired cities in the world, offering universal free public wifi and free public transportation for residents. The vibrant start-up scene is actively supported by the government and the city's strong tech eco-system. With low tax rates, cost of living and the seaside location, Tallinn is a truly inviting place to live.
Tallinn is one of the top ten city matches for 14.5% of Teleport users.","412,300",75.08,✔ Equal,✔ Sexual orientation and gender identity,0.81,0.20,111,114,53,27,EUR,$26998.78,https://teleport.org/cities/tallinn/
231,98,0.12,12,98,24,University of South Florida,https://teleport.org/cities/tampa-bay-area/,$59.00,$3.60,$62.00,$13.00,https://teleport.org/cities/tampere/,$1600,$1300,$1100,https://teleport.org/cities/tampa-bay-area/,Tampa-Bay-Area,"Tampa Bay Area, Florida, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Tampa Bay Area is one of the top ten city matches for 1.2% of Teleport users.","3,287,800",67.19,✔ Equal,✖ No protections,0.39,0.07,373,322,191,195,USD,$54596.65,https://teleport.org/cities/tampa-bay-area/
232,10,0.44,3,27,6,University of Tampere,https://teleport.org/cities/tampere/,$54.00,$1.30,$17.00,$7.90,https://teleport.org/cities/tartu/,$1400,$1100,$850,https://teleport.org/cities/tampere/,Tampere,"Tampere, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","264,700",77.55,✔ Equal,✔ Sexual orientation and gender identity,0.87,0.24,71,80,51,15,EUR,$40346.97,https://teleport.org/cities/tampere/
233,1,0.18,3,9,4,University of Tartu,https://teleport.org/cities/tartu/,$14.00,$1.10,$4.00,$16.00,https://teleport.org/cities/tashkent/,$710,$570,$430,https://teleport.org/cities/tartu/,Tartu,"By Merilin Jürjo

Tartu is a true student town and home to Estonia's oldest university. Its academic atmosphere and high concentration of bright minds makes it a center for innovation and entrepreneurship. With safe and tolerant environment, the city takes pride in its urban greenery, easy transit and excellent healthcare, all contributing to a high quality of life at a reasonable cost.
Tartu is one of the top ten city matches for 9.9% of Teleport users.","102,700",75.08,✔ Equal,✔ Sexual orientation and gender identity,0.73,0.20,30,30,31,4,EUR,$26998.78,https://teleport.org/cities/tartu/
234,57,0.24,1,2,No hay dato,No hay dato,https://teleport.org/cities/tashkent/,$47.00,$0.92,$14.00,$6.80,https://teleport.org/cities/tbilisi/,$410,$290,$180,https://teleport.org/cities/tashkent/,Tashkent,"Tashkent, Uzbekistan, features a very safe living environment. When considering your preferences, this city does not have any category with a high rating.","2,030,900",47.99,✔ Equal,✖ No protections,0.76,0.20,55,48,29,22,UZS,$5609.37,https://teleport.org/cities/tashkent/
235,24,0.27,2,7,No hay dato,45,https://teleport.org/cities/tbilisi/,$35.00,$0.76,$17.00,$5.90,https://teleport.org/cities/tehran/,$550,$420,$300,https://teleport.org/cities/tbilisi/,Tbilisi,"Tbilisi, Georgia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.
Tbilisi is one of the top ten city matches for 4.6% of Teleport users.","1,116,400",80.63,✔ Equal,✔ Sexual orientation and gender identity,0.82,0.18,58,38,36,20,GEL,$7653.03,https://teleport.org/cities/tbilisi/
236,77,0.25,1,7,No hay dato,Sharif University of Technology,https://teleport.org/cities/tehran/,$79.00,$3.00,$62.00,$15.00,https://teleport.org/cities/tel-aviv/,$970,$770,$570,https://teleport.org/cities/tehran/,Tehran,"Tehran, Iran, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and safety.","7,153,300",10.42,N/A,✖ No protections,0.74,0.09,136,184,91,79,IRR,$17113.56,https://teleport.org/cities/tehran/
237,113,0.28,2,7,32,Tel Aviv University,https://teleport.org/cities/tel-aviv/,$42.00,$1.40,$96.00,$18.00,https://teleport.org/cities/the-hague/,$2000,$1600,$1200,https://teleport.org/cities/tel-aviv/,Tel-Aviv,"Tel Aviv, Israel, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and safety.
Tel Aviv is one of the top ten city matches for 0.1% of Teleport users.","2,554,100",0.40,✔ Legal,✔ Legal,✖ Foreign same-sex marriages recognized only,0.17,163,142,118,70,ILS,$32691.02,https://teleport.org/cities/tel-aviv/
238,237,0.62,1,4,12,531.84,https://teleport.org/cities/the-hague/,$46.00,$1.60,$35.00,$16.00,https://teleport.org/cities/thessaloniki/,$1600,$1300,$1000,https://teleport.org/cities/the-hague/,The-Hague,"The Hague, Netherlands, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.","658,200",97.37,✔ Equal,✔ Sexual orientation and gender identity,0.71,0.21,104,119,68,18,EUR,$47354.53,https://teleport.org/cities/the-hague/
239,54,0.16,2,23,35,Aristotle University of Thessaloniki,https://teleport.org/cities/thessaloniki/,$98.00,$2.20,$80.00,$9.20,https://teleport.org/cities/tokyo/,$550,$450,$350,https://teleport.org/cities/thessaloniki/,Thessaloniki,"Thessaloniki, Greece, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and leisure & culture.","639,700",0.53,✖ Single only,✔ Legal,✔ Civil unions,0.24,108,101,48,48,EUR,$25858.77,https://teleport.org/cities/thessaloniki/
240,143,1.00,0,1,3,University of Tokyo,https://teleport.org/cities/tokyo/,$48.00,$2.30,$110.00,$14.00,https://teleport.org/cities/toronto/,$1800,$1400,$1100,https://teleport.org/cities/tokyo/,Tokyo,"Tokyo is one of the most vibrant and modern cities in the world. It provides a wide range of opportunities from recreational activities to job offers, and is therefore an appealing choice for people looking for a change. When it comes to food, you are spoiled with choices: there are more restaurants than you could visit in your lifetime. It is also a relatively green city, as 3.6% of Tokyo is covered by parks and forests, and, despite its size, it is still among the safest cities in the world.
Tokyo is one of the top ten city matches for 8.5% of Teleport users.","34,597,800",0.54,Ambiguous,✔ Legal,✖ Unrecognized,0.08,286,262,269,202,JPY,$37389.79,https://teleport.org/cities/tokyo/
241,148,0.22,2,31,5,University of Toronto,https://teleport.org/cities/toronto/,$43.00,$1.50,$62.00,$15.00,https://teleport.org/cities/toulouse/,$1900,$1600,$1300,https://teleport.org/cities/toronto/,Toronto,"Toronto is a multicultural city in every sense of the word. Nearly half of its population are immigrants from virtually every corner of the globe. The city is internationally known as a center of finance and business as well as the film and television industry. However, there are still plenty of ways to unwind, be it hiking in the nature with breathtaking views or immersing in the local cultural scene.
Toronto is one of the top ten city matches for 39.4% of Teleport users.","7,692,000",0.80,✔ Legal,✔ Legal,✔ Legal,0.05,177,212,111,84,CAD,$44843.44,https://teleport.org/cities/toronto/
242,47,0.76,3,31,19,Toulouse 1 Capitole University,https://teleport.org/cities/toulouse/,$29.00,$0.90,$13.00,$3.40,https://teleport.org/cities/tunis/,$1200,$930,$670,https://teleport.org/cities/toulouse/,Toulouse,"Toulouse, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","824,500",0.77,✔ Legal,✔ Legal,✔ Legal,0.20,58,52,31,86,EUR,$40374.53,https://teleport.org/cities/toulouse/
243,60,0.20,33,0,49,377.83,https://teleport.org/cities/tunis/,$52.00,$1.40,$43.00,$14.00,https://teleport.org/cities/turin/,$370,$310,$240,https://teleport.org/cities/tunis/,Tunis,"Tunis, Tunisia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.","1,229,700",23.49,✔ Equal,✖ No protections,0.74,0.18,134,28,26,48,TND,$11299.94,https://teleport.org/cities/tunis/
244,30,0.43,1,12,26,Polytechnic University of Turin,https://teleport.org/cities/turin/,$64.00,$2.40,$67.00,$13.00,https://teleport.org/cities/turku/,$960,$760,$560,https://teleport.org/cities/turin/,Turin,"Turin, Italy, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in healthcare and leisure & culture.","1,472,300",0.74,✖ Illegal,✔ Legal,✔ Civil unions,0.22,65,95,67,38,EUR,$35486.17,https://teleport.org/cities/turin/
245,7,0.53,3,27,6,University of Turku,https://teleport.org/cities/turku/,$45.00,$1.80,$90.00,$13.00,https://teleport.org/cities/uppsala/,$1200,$950,$730,https://teleport.org/cities/turku/,Turku,"Turku, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, commute and safety.","224,900",77.55,✔ Equal,✔ Sexual orientation and gender identity,0.76,0.24,127,110,84,82,EUR,$40346.97,https://teleport.org/cities/turku/
246,125,0.39,1,21,19,Uppsala University,https://teleport.org/cities/uppsala/,$32.00,$1.20,$95.00,$18.00,https://teleport.org/cities/utrecht/,$1300,$1000,$780,https://teleport.org/cities/uppsala/,Uppsala,"Uppsala, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","175,200",93.59,✔ Equal,✔ Sexual orientation and gender identity,0.43,0.25,16,0.20,0.24,0.35,SEK,$45986.38,https://teleport.org/cities/uppsala/
247,237,0.63,1,4,10,Utrecht University,https://teleport.org/cities/utrecht/,$42.00,$1.10,$56.00,$12.00,https://teleport.org/cities/valencia/,$1800,$1400,$1100,https://teleport.org/cities/utrecht/,Utrecht,"Utrecht, Netherlands, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.
Utrecht is one of the top ten city matches for 3.8% of Teleport users.","578,500",97.37,✔ Equal,✔ Sexual orientation and gender identity,0.71,0.21,136,129,66,16,EUR,$47354.53,https://teleport.org/cities/utrecht/
248,57,0.39,1,10,22,University of Valencia,https://teleport.org/cities/valencia/,$31.00,$1.70,$9.30,$64.00,https://teleport.org/cities/valletta/,$910,$790,$660,https://teleport.org/cities/valencia/,Valencia,"Valencia, Spain, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Valencia is one of the top ten city matches for 0.9% of Teleport users.","2,077,600",0.88,✔ Legal,✔ Legal,✔ Legal,0.21,87,141,98,128,EUR,$33711.41,https://teleport.org/cities/valencia/
249,76,No hay dato,2,12,No hay dato,26,https://teleport.org/cities/valletta/,$46.00,$3.30,$83.00,$13.00,https://teleport.org/cities/vancouver/,$1400,$1200,$910,https://teleport.org/cities/valletta/,Valletta,"Valletta, Malta, features a very safe living environment. Our data reflects that this city has a good ranking in healthcare and tolerance.","398,400",88.44,✔ Equal,✔ Sexual orientation and gender identity,0.61,0.18,16,32,52,7,EUR,$33215.60,https://teleport.org/cities/valletta/
250,86,0.14,2,31,5,University of British Columbia,https://teleport.org/cities/vancouver/,$40.00,$2.60,$72.00,$14.00,https://teleport.org/cities/victoria/,$2100,$1700,$1300,https://teleport.org/cities/vancouver/,Vancouver,"Vancouver is a city with high-rise buildings, picturesque mountains and easily distinguishable ethnic neighborhoods. The city ranks high in cleanliness and quality of living, but is also one of the most expensive cities in Canada. Besides forestry, Vancouver is becoming an influencer in industries like software, film and biotechnology. For those interested in being in the open air, there are plenty of opportunities from boating to mountain skiing.
Vancouver is one of the top ten city matches for 26.4% of Teleport users.","2,750,400",0.80,✔ Legal,✔ Legal,✔ Legal,0.05,191,167,104,82,CAD,$44843.44,https://teleport.org/cities/vancouver/
251,24,0.12,2,31,5,University of Victoria,https://teleport.org/cities/victoria/,$55.00,$1.60,$53.00,$13.00,https://teleport.org/cities/vienna/,$1700,$1300,$920,https://teleport.org/cities/victoria/,Victoria,"Victoria, Canada, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.","307,600",0.80,✔ Legal,✔ Legal,✔ Legal,0.05,62,43,9,6,CAD,$44843.44,https://teleport.org/cities/victoria/
252,149,0.95,3,30,20,University of Vienna,https://teleport.org/cities/vienna/,$63.00,$1.30,$37.00,$7.80,https://teleport.org/cities/vilnius/,$1600,$1200,$850,https://teleport.org/cities/vienna/,Vienna,"Vienna is a truly imperial city filled with palaces, gardens and historical sites. Its wealth and power contributed greatly to the arts and development of classical music. It is also known as one of the great cafe cities of the world with a coffee-house culture dating back to the 17th century. The Viennese take coffee seriously—if you do, too, this might be your city.
Vienna is one of the top ten city matches for 25.7% of Teleport users.","3,426,600",88.24,✔ Equal,✔ Sexual orientation and gender identity,0.89,0.20,94,104,78,71,EUR,$46420.13,https://teleport.org/cities/vienna/
253,46,0.16,2,1,30,Vilnius University,https://teleport.org/cities/vilnius/,$36.00,$0.91,$30.00,$7.30,https://teleport.org/cities/warsaw/,$780,$630,$480,https://teleport.org/cities/vilnius/,Vilnius,"By Gabija Mušeikytė

Vilnius is an innovative city with great business freedom and affordable housing. Offering one of the fastest public wifi upload speeds in the world and a low cost of living, the city has become an attractive business center. Along with its modern facilities and high environmental quality, Vilnius has a rich historical background that remains an important part of the city’s identity.
Vilnius is one of the top ten city matches for 3.7% of Teleport users.","809,200",82.20,✔ Equal,✔ Sexual orientation and gender identity,0.64,0.21,54,52,55,24,EUR,$27051.09,https://teleport.org/cities/vilnius/
254,94,0.33,0,1,14,Warsaw University of Technology,https://teleport.org/cities/warsaw/,$80.00,$3.00,$190.00,$16.00,https://teleport.org/cities/washington-dc/,$1100,$850,$640,https://teleport.org/cities/warsaw/,Warsaw,"By Adam Stasiak

Warsaw, a unique blend of the old and new, is comprised of 18 districts, each with their distinctive characteristics. Warsaw's widely varied architecture reflects its tumultuous history and adds to a vibrant cultural scene - both classical and underground. Its history, cuisine and quality of life have made Warsaw an increasingly popular destination and its reasonable cost of living adds to the charm.
Warsaw is one of the top ten city matches for 10.8% of Teleport users.","4,305,300",0.42,✖ Illegal,✔ Legal,✖ Unrecognized,0.23,48,49,56,61,PLN,$25105.40,https://teleport.org/cities/warsaw/
