,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,Large_apartment,Medium_apartment,Small_apartment,Cities,Description,Poblacion,Homosexuality_acceptance,LGBT_adoption_rights,LGBT_homosexuality_rights,LGBT_marriage_rights,VAT_Sales_Tax,Art_galleries,Concert_venues,Museums,Sport_venues,Currency_for_urban_area,GDP_per_capita,Growth_percentage,Unemployment_percentage,Url,Average_Annual_percent_sunshine,Airport_score,Coordenadas
236,77,0.25,1,7,0,Sharif University of Technology,79.0,3.0,62.0,15.0,970,770,570,Tehran,"Tehran, Iran, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and safety.",7153300,10.42,No hay dato, No protections,0.74,0.09,136,184,91,79,IRR,17113.56,0.05,0.11,https://teleport.org/cities/tehran/,12.6,0.38,"(35.6892523, 51.3896004)"
237,113,0.28,2,7,32,Tel Aviv University,42.0,1.4,96.0,18.0,2000,1600,1200,Tel-Aviv,"Tel Aviv, Israel, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and safety.
Tel Aviv is one of the top ten city matches for 0.1% of Teleport users.",2554100,40.0, Legal, Legal, Foreign same-sex marriages recognized only,0.17,163,142,118,70,ILS,32691.02,0.08,0.05,https://teleport.org/cities/tel-aviv/,287.0,0.39,"(32.0852997, 34.7818064)"
238,237,0.62,1,4,12,No hay dato,46.0,1.6,35.0,16.0,1600,1300,1000,The-Hague,"The Hague, Netherlands, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.",658200,97.37, Equal, Sexual orientation and gender identity,0.71,0.21,104,119,68,18,EUR,47354.53,0.04,0.06,https://teleport.org/cities/the-hague/,0.0,0.98,"(52.0799838, 4.3113461)"
239,54,0.16,2,23,35,Aristotle University of Thessaloniki,98.0,2.2,80.0,9.2,550,450,350,Thessaloniki,"Thessaloniki, Greece, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and leisure & culture.",639700,53.0, Single only, Legal, Civil unions,0.24,108,101,48,48,EUR,25858.77,-0.01,0.25,https://teleport.org/cities/thessaloniki/,0.0,0.29,"(40.6403167, 22.9352716)"
240,143,1.0,0,1,3,University of Tokyo,48.0,2.3,110.0,14.0,1800,1400,1100,Tokyo,"Tokyo is one of the most vibrant and modern cities in the world. It provides a wide range of opportunities from recreational activities to job offers, and is therefore an appealing choice for people looking for a change. When it comes to food, you are spoiled with choices: there are more restaurants than you could visit in your lifetime. It is also a relatively green city, as 3.6% of Tokyo is covered by parks and forests, and, despite its size, it is still among the safest cities in the world.
Tokyo is one of the top ten city matches for 8.5% of Teleport users.",34597800,54.0,Ambiguous, Legal, Unrecognized,0.08,286,262,269,202,JPY,37389.79,0.01,0.03,https://teleport.org/cities/tokyo/,12.6,0.63,"(35.6828387, 139.7594549)"
241,148,0.22,2,31,5,University of Toronto,43.0,1.5,62.0,15.0,1900,1600,1300,Toronto,"Toronto is a multicultural city in every sense of the word. Nearly half of its population are immigrants from virtually every corner of the globe. The city is internationally known as a center of finance and business as well as the film and television industry. However, there are still plenty of ways to unwind, be it hiking in the nature with breathtaking views or immersing in the local cultural scene.
Toronto is one of the top ten city matches for 39.4% of Teleport users.",7692000,80.0, Legal, Legal, Legal,0.05,177,212,111,84,CAD,44843.44,0.07,0.07,https://teleport.org/cities/toronto/,12.7,0.65,"(43.6534817, -79.3839347)"
242,47,0.76,3,31,19,No hay dato,29.0,0.9,13.0,3.4,1200,930,670,Toulouse,"Toulouse, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",824500,77.0, Legal, Legal, Legal,0.2,58,52,31,86,EUR,40374.53,0.06,0.1,https://teleport.org/cities/toulouse/,291.0,0.27,"(43.6044622, 1.4442469)"
243,60,0.2,33,0,49,No hay dato,52.0,1.4,43.0,14.0,370,310,240,Tunis,"Tunis, Tunisia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.",1229700,23.49, Equal, No protections,0.74,0.18,134,28,26,48,TND,11299.94,0.09,0.15,https://teleport.org/cities/tunis/,12.7,0.32,"(33.8439408, 9.400138)"
244,30,0.43,1,12,26,Polytechnic University of Turin,64.0,2.4,67.0,13.0,960,760,560,Turin,"Turin, Italy, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in healthcare and leisure & culture.",1472300,74.0, Illegal, Legal, Civil unions,0.22,65,95,67,38,EUR,35486.17,-0.01,0.11,https://teleport.org/cities/turin/,12.8,0.2,"(45.0677551, 7.6824892)"
245,7,0.53,3,27,6,University of Turku,45.0,1.8,90.0,13.0,1200,950,730,Turku,"Turku, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, commute and safety.",224900,77.55, Equal, Sexual orientation and gender identity,0.76,0.24,127,110,84,82,EUR,40346.97,0.03,0.09,https://teleport.org/cities/turku/,13.4,0.12,"(60.4517531, 22.2670522)"
246,125,0.39,1,21,19,Uppsala University,32.0,1.2,95.0,18.0,1300,1000,780,Uppsala,"Uppsala, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",175200,93.59, Equal, Sexual orientation and gender identity,0.43,0.25,16,0,0,0,SEK,45986.38,0.07,0.07,https://teleport.org/cities/uppsala/,13.3,0.56,"(59.8586126, 17.6387436)"
247,237,0.63,1,4,10,Utrecht University,42.0,1.1,56.0,12.0,1800,1400,1100,Utrecht,"Utrecht, Netherlands, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.
Utrecht is one of the top ten city matches for 3.8% of Teleport users.",578500,97.37, Equal, Sexual orientation and gender identity,0.71,0.21,136,129,66,16,EUR,47354.53,0.06,0.06,https://teleport.org/cities/utrecht/,0.0,0.98,"(52.080985600000005, 5.12768396945229)"
248,57,0.39,1,10,22,University of Valencia,31.0,1.7,9.3,64.0,910,790,660,Valencia,"Valencia, Spain, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Valencia is one of the top ten city matches for 0.9% of Teleport users.",2077600,88.0, Legal, Legal, Legal,0.21,87,141,98,128,EUR,33711.41,0.0,0.2,https://teleport.org/cities/valencia/,91.0,0.31,"(39.4697065, -0.3763353)"
249,76,0.0,2,12,0,No hay dato,46.0,3.3,83.0,13.0,1400,1200,910,Valletta,"Valletta, Malta, features a very safe living environment. Our data reflects that this city has a good ranking in healthcare and tolerance.",398400,88.44, Equal, Sexual orientation and gender identity,0.61,0.18,16,32,52,7,EUR,33215.6,0.01,0.05,https://teleport.org/cities/valletta/,12.6,0.38,"(35.8989818, 14.5136759)"
250,86,0.14,2,31,5,University of British Columbia,40.0,2.6,72.0,14.0,2100,1700,1300,Vancouver,"Vancouver is a city with high-rise buildings, picturesque mountains and easily distinguishable ethnic neighborhoods. The city ranks high in cleanliness and quality of living, but is also one of the most expensive cities in Canada. Besides forestry, Vancouver is becoming an influencer in industries like software, film and biotechnology. For those interested in being in the open air, there are plenty of opportunities from boating to mountain skiing.
Vancouver is one of the top ten city matches for 26.4% of Teleport users.",2750400,80.0, Legal, Legal, Legal,0.05,191,167,104,82,CAD,44843.44,0.07,0.07,https://teleport.org/cities/vancouver/,199.9,0.42,"(49.2608724, -123.113952)"
251,24,0.12,2,31,5,University of Victoria,55.0,1.6,53.0,13.0,1700,1300,920,Victoria,"Victoria, Canada, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.",307600,80.0, Legal, Legal, Legal,0.05,62,43,9,6,CAD,44843.44,0.03,0.07,https://teleport.org/cities/victoria/,213.1,0.18,"(-36.5986096, 144.6780052)"
252,149,0.95,3,30,20,University of Vienna,63.0,1.3,37.0,7.8,1600,1200,850,Vienna,"Vienna is a truly imperial city filled with palaces, gardens and historical sites. Its wealth and power contributed greatly to the arts and development of classical music. It is also known as one of the great cafe cities of the world with a coffee-house culture dating back to the 17th century. The Viennese take coffee seriously—if you do, too, this might be your city.
Vienna is one of the top ten city matches for 25.7% of Teleport users.",3426600,88.24, Equal, Sexual orientation and gender identity,0.89,0.2,94,104,78,71,EUR,46420.13,0.04,0.06,https://teleport.org/cities/vienna/,172.0,0.65,"(48.2083537, 16.3725042)"
253,46,0.16,2,1,30,Vilnius University,36.0,0.91,30.0,7.3,780,630,480,Vilnius,"By Gabija Mušeikytė

Vilnius is an innovative city with great business freedom and affordable housing. Offering one of the fastest public wifi upload speeds in the world and a low cost of living, the city has become an attractive business center. Along with its modern facilities and high environmental quality, Vilnius has a rich historical background that remains an important part of the city’s identity.
Vilnius is one of the top ten city matches for 3.7% of Teleport users.",809200,82.2, Equal, Sexual orientation and gender identity,0.64,0.21,54,52,55,24,EUR,27051.09,0.01,0.08,https://teleport.org/cities/vilnius/,49.4,0.26,"(54.6870458, 25.2829111)"
254,94,0.33,0,1,14,Warsaw University of Technology,80.0,3.0,190.0,16.0,1100,850,640,Warsaw,"By Adam Stasiak

Warsaw, a unique blend of the old and new, is comprised of 18 districts, each with their distinctive characteristics. Warsaw's widely varied architecture reflects its tumultuous history and adds to a vibrant cultural scene - both classical and underground. Its history, cuisine and quality of life have made Warsaw an increasingly popular destination and its reasonable cost of living adds to the charm.
Warsaw is one of the top ten city matches for 10.8% of Teleport users.",4305300,42.0, Illegal, Legal, Unrecognized,0.23,48,49,56,61,PLN,25105.4,0.02,0.1,https://teleport.org/cities/warsaw/,12.9,0.45,"(52.2319581, 21.0067249)"
255,104,0.21,16,491,24,"University of Maryland, College Park",37.0,3.8,110.0,12.0,2900,2400,1800,Washington-dc,"Washington, District of Columbia, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and business freedom.
Washington, D.C. is one of the top ten city matches for 3.4% of Teleport users.",4635500,100.0, Equal, Sexual orientation and gender identity,0.31,0.0,283,195,215,221,USD,54596.65,0.05,0.05,https://teleport.org/cities/washington-dc/,97.0,0.69,"(38.8950368, -77.0365427)"
256,21,0.0,1,23,12,Victoria University of Wellington,40.0,2.9,66.0,14.0,1900,1600,1300,Wellington,"Wellington, New Zealand, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Wellington is one of the top ten city matches for 2.8% of Teleport users.",586500,93.65, Equal, Sexual orientation and gender identity,0.66,0.15,64,29,33,28,NZD,35151.75,0.04,0.05,https://teleport.org/cities/wellington/,180.0,0.17,"(-41.2887953, 174.7772114)"
257,23,0.12,2,31,5,University of Manitoba,27.0,0.93,24.0,7.2,1100,910,720,Winnipeg,"Winnipeg, Canada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and taxation.",632100,80.0, Legal, Legal, Legal,0.05,58,62,22,26,CAD,44843.44,0.03,0.07,https://teleport.org/cities/winnipeg/,12.9,0.18,"(49.8955367, -97.1384584)"
258,31,0.24,0,1,10,No hay dato,57.0,0.89,13.0,6.3,830,680,540,Wroclaw,"Wroclaw, Poland, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and safety.",667500,42.0, Illegal, Legal, Unrecognized,0.23,53,33,32,10,PLN,25105.4,-0.01,0.1,https://teleport.org/cities/wroclaw/,12.9,0.21,"(51.1089776, 17.0326689)"
259,35,0.13,1,13,0,No hay dato,45.0,1.5,61.0,9.1,440,350,250,Yerevan,"Yerevan, Armenia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.
Yerevan is one of the top ten city matches for 1.7% of Teleport users.",1886700,59.44, Equal, No protections,0.87,0.2,83,89,66,22,AMD,7373.53,0.02,0.18,https://teleport.org/cities/yerevan/,286.0,0.22,"(40.1776245, 44.5126174)"
260,27,0.21,3,22,22,No hay dato,100.0,2.4,100.0,29.0,690,560,430,Zagreb,"Zagreb, Croatia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and environmental quality.
Zagreb is one of the top ten city matches for 1.3% of Teleport users.",950200,80.17, Equal, Sexual orientation and gender identity,0.77,0.25,94,70,52,35,HRK,20888.82,0.01,0.16,https://teleport.org/cities/zagreb/,12.8,0.19,"(45.8419418, 15.962136346166936)"
261,137,0.94,3,24,11,ETH Zurich – Swiss Federal Institute of Technology Zurich,0.0,0.0,0.0,0.0,3100,2500,1900,Zurich,"Zurich is one of the wealthiest but also one of the most expensive cities in Europe. It is a leader in the world's financial industry as well as an international hub for banking. Zurich is also the center for development and scientific research with two world-class universities within its boundaries. The city is extremely well-connected through public transport and offers an exceptionally high quality of life.
Zurich is one of the top ten city matches for 13.3% of Teleport users.",2236000,81.79, Equal, Sexual orientation and gender identity,0.92,0.08,89,125,99,49,CHF,58087.21,0.06,0.03,https://teleport.org/cities/zurich/,36.0,0.61,"(47.3744489, 8.5410422)"
